frame,timestamp,anchor_to_bottom_lip_top_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
783,26.10170143415906,82.08395691603326,Open,Open,Closed,Closed,Closed
784,26.13503694046067,74.96738030196914,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,74.11469024754456,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,70.62873127959742,Open,Closed,Closed,Closed,Closed
787,26.235043459365492,72.60960958218894,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,72.86690337372394,Open,Closed,Closed,Closed,Closed
789,26.301714471968708,78.75213825728127,Open,Open,Closed,Closed,Closed
790,26.335049978270316,84.5375838886796,Open,Open,Open,Closed,Closed
791,26.368385484571924,91.83441366783484,Open,Open,Open,Open,Closed
792,26.40172099087353,94.3548324670507,Open,Open,Open,Open,Closed
793,26.43505649717514,95.51242982433192,Open,Open,Open,Open,Closed
794,26.468392003476747,92.679199815778,Open,Open,Open,Open,Closed
795,26.501727509778355,89.28196331460103,Open,Open,Open,Closed,Closed
796,26.535063016079963,87.47675660671378,Open,Open,Open,Closed,Closed
797,26.56839852238157,80.23695682338894,Open,Open,Closed,Closed,Closed
798,26.60173402868318,83.45687668545656,Open,Open,Closed,Closed,Closed
799,26.635069534984787,82.58321876310134,Open,Open,Closed,Closed,Closed
800,26.668405041286395,79.12000673218614,Open,Open,Closed,Closed,Closed
801,26.701740547588003,72.95762389209224,Open,Closed,Closed,Closed,Closed
802,26.735076053889617,73.70323361998547,Open,Closed,Closed,Closed,Closed
803,26.768411560191225,75.79645499527544,Open,Closed,Closed,Closed,Closed
804,26.80174706649283,67.88397380078925,Closed,Closed,Closed,Closed,Closed
805,26.83508257279444,68.39274608348055,Closed,Closed,Closed,Closed,Closed
806,26.868418079096045,75.60959263671711,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,81.50165984562548,Open,Open,Closed,Closed,Closed
808,26.93508909169926,91.29076994974594,Open,Open,Open,Open,Closed
809,26.96842459800087,92.85640851092762,Open,Open,Open,Open,Closed
810,27.001760104302477,95.04492114708478,Open,Open,Open,Open,Closed
811,27.035095610604085,96.01239641415528,Open,Open,Open,Open,Closed
812,27.068431116905693,96.71875080768535,Open,Open,Open,Open,Closed
813,27.1017666232073,95.77200926939253,Open,Open,Open,Open,Closed
814,27.13510212950891,94.68568878580852,Open,Open,Open,Open,Closed
815,27.168437635810516,89.85180921122685,Open,Open,Open,Closed,Closed
816,27.201773142112124,87.46166522156618,Open,Open,Open,Closed,Closed
817,27.235108648413732,82.81496535327781,Open,Open,Closed,Closed,Closed
818,27.26844415471534,75.07765862951017,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,71.67806652275391,Open,Closed,Closed,Closed,Closed
820,27.335115167318556,69.13018083633975,Closed,Closed,Closed,Closed,Closed
821,27.368450673620163,71.17645065603224,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,70.73958633354923,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,70.78702613656233,Open,Closed,Closed,Closed,Closed
824,27.468457192524987,80.7594115493205,Open,Open,Closed,Closed,Closed
825,27.501792698826595,90.11602378527272,Open,Open,Open,Closed,Closed
826,27.535128205128203,95.84121107232389,Open,Open,Open,Open,Closed
827,27.56846371142981,101.10336683724842,Open,Open,Open,Open,Open
828,27.60179921773142,99.67229297394914,Open,Open,Open,Open,Open
829,27.635134724033023,93.29207072120968,Open,Open,Open,Open,Closed
830,27.66847023033464,93.96541218553888,Open,Open,Open,Open,Closed
831,27.70180573663625,91.29556878011718,Open,Open,Open,Open,Closed
832,27.735141242937853,91.10905680766834,Open,Open,Open,Open,Closed
833,27.76847674923946,85.01172401418272,Open,Open,Open,Closed,Closed
834,27.80181225554107,80.1150435774854,Open,Open,Closed,Closed,Closed
835,27.835147761842677,77.55124837953326,Open,Open,Closed,Closed,Closed
836,27.868483268144285,75.91834183546922,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,78.95244822774765,Open,Open,Closed,Closed,Closed
838,27.9351542807475,71.62005261820894,Open,Closed,Closed,Closed,Closed
839,27.96848978704911,70.57909436908835,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,69.87455116366928,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,67.98054691990434,Closed,Closed,Closed,Closed,Closed
842,28.068496305953932,74.99976770190496,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,82.7810092348126,Open,Open,Closed,Closed,Closed
844,28.135167318557148,93.7139676107011,Open,Open,Open,Open,Closed
845,28.168502824858756,94.37301364821552,Open,Open,Open,Open,Closed
846,28.201838331160364,95.74363537534578,Open,Open,Open,Open,Closed
847,28.23517383746197,95.44893631043472,Open,Open,Open,Open,Closed
848,28.26850934376358,92.81540952477594,Open,Open,Open,Open,Closed
849,28.301844850065187,91.27816347601444,Open,Open,Open,Open,Closed
850,28.335180356366795,90.00387506128467,Open,Open,Open,Closed,Closed
851,28.368515862668403,90.22036195620586,Open,Open,Open,Closed,Closed
852,28.40185136897001,86.92425453660468,Open,Open,Open,Closed,Closed
853,28.43518687527162,86.9358871440039,Open,Open,Open,Closed,Closed
854,28.468522381573223,83.39727335594674,Open,Open,Closed,Closed,Closed
855,28.50185788787483,82.18424990312964,Open,Open,Closed,Closed,Closed
856,28.53519339417644,85.55190469882245,Open,Open,Open,Closed,Closed
857,28.568528900478057,87.04452105761476,Open,Open,Open,Closed,Closed
858,28.60186440677966,83.44031425701809,Open,Open,Closed,Closed,Closed
859,28.63519991308127,86.72759027836779,Open,Open,Open,Closed,Closed
860,28.668535419382877,86.89274032113008,Open,Open,Open,Closed,Closed
861,28.701870925684485,87.33027840135041,Open,Open,Open,Closed,Closed
862,28.735206431986093,87.89784190351817,Open,Open,Open,Closed,Closed
863,28.7685419382877,85.64691954637644,Open,Open,Open,Closed,Closed
864,28.80187744458931,86.25257289698408,Open,Open,Open,Closed,Closed
865,28.835212950890917,80.72523429685987,Open,Open,Closed,Closed,Closed
866,28.868548457192524,83.03419962203176,Open,Open,Closed,Closed,Closed
867,28.901883963494132,76.60755148619404,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,67.68883369317717,Closed,Closed,Closed,Closed,Closed
869,28.968554976097348,72.2047154917796,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,69.45364679801793,Closed,Closed,Closed,Closed,Closed
871,29.035225988700564,69.46247470690795,Closed,Closed,Closed,Closed,Closed
872,29.06856149500217,70.66901435127484,Open,Closed,Closed,Closed,Closed
873,29.10189700130378,79.02537740818101,Open,Open,Closed,Closed,Closed
874,29.135232507605387,87.9934833651668,Open,Open,Open,Closed,Closed
875,29.168568013906995,92.87978946449932,Open,Open,Open,Open,Closed
876,29.201903520208603,95.13742824133128,Open,Open,Open,Open,Closed
877,29.23523902651021,94.5734343348656,Open,Open,Open,Open,Closed
878,29.26857453281182,91.44101171342244,Open,Open,Open,Open,Closed
879,29.301910039113427,92.57008779162187,Open,Open,Open,Open,Closed
880,29.33524554541503,89.76272598694888,Open,Open,Open,Closed,Closed
881,29.36858105171664,87.7652091923859,Open,Open,Open,Closed,Closed
882,29.40191655801825,84.79725027224224,Open,Open,Open,Closed,Closed
883,29.435252064319855,89.2412283830395,Open,Open,Open,Closed,Closed
884,29.46858757062147,80.41493111889591,Open,Open,Closed,Closed,Closed
885,29.501923076923077,82.15057993780854,Open,Open,Closed,Closed,Closed
886,29.535258583224685,79.02346625480565,Open,Open,Closed,Closed,Closed
887,29.568594089526293,73.88531617318016,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,72.74031795594414,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,73.1091377048097,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,73.18429909678159,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,78.51388674620311,Open,Open,Closed,Closed,Closed
892,29.735271621034332,90.69129642985575,Open,Open,Open,Open,Closed
893,29.76860712733594,88.28507605914115,Open,Open,Open,Closed,Closed
894,29.801942633637548,90.29459495126044,Open,Open,Open,Closed,Closed
895,29.835278139939156,94.56097590129356,Open,Open,Open,Open,Closed
896,29.868613646240764,91.3459753715561,Open,Open,Open,Open,Closed
897,29.90194915254237,87.42720454886523,Open,Open,Open,Closed,Closed
898,29.93528465884398,91.44539159663732,Open,Open,Open,Open,Closed
899,29.968620165145587,89.50628389378875,Open,Open,Open,Closed,Closed
900,30.001955671447195,86.46946738471158,Open,Open,Open,Closed,Closed
901,30.035291177748803,84.79070019765301,Open,Open,Open,Closed,Closed
902,30.06862668405041,83.38603563657436,Open,Open,Closed,Closed,Closed
903,30.10196219035202,80.49495596319576,Open,Open,Closed,Closed,Closed
904,30.135297696653627,78.35974966746414,Open,Open,Closed,Closed,Closed
905,30.168633202955235,75.93264786156689,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,76.6752865581947,Open,Open,Closed,Closed,Closed
907,30.23530421555845,72.83412855241278,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,72.56328704845485,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,70.85780760355712,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,72.89173544222305,Open,Closed,Closed,Closed,Closed
911,30.368646240764885,78.14173377767781,Open,Open,Closed,Closed,Closed
912,30.401981747066493,89.46619459144623,Open,Open,Open,Closed,Closed
913,30.4353172533681,84.369266198145,Open,Open,Open,Closed,Closed
914,30.46865275966971,91.36026307829174,Open,Open,Open,Open,Closed
915,30.501988265971317,91.19743568985976,Open,Open,Open,Open,Closed
916,30.535323772272925,87.43748549570108,Open,Open,Open,Closed,Closed
917,30.568659278574533,91.24726509401526,Open,Open,Open,Open,Closed
918,30.60199478487614,85.00450993235175,Open,Open,Open,Closed,Closed
919,30.63533029117775,85.23370334790509,Open,Open,Open,Closed,Closed
920,30.668665797479356,80.83478331849822,Open,Open,Closed,Closed,Closed
921,30.702001303780964,84.96475151326928,Open,Open,Open,Closed,Closed
922,30.735336810082572,78.76892767907313,Open,Open,Closed,Closed,Closed
923,30.76867231638418,79.6528330258277,Open,Open,Closed,Closed,Closed
924,30.802007822685788,77.50651232108109,Open,Open,Closed,Closed,Closed
925,30.835343328987395,74.78688691961176,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,75.22243773015234,Open,Closed,Closed,Closed,Closed
927,30.90201434159061,78.21925261892238,Open,Open,Closed,Closed,Closed
928,30.93534984789222,72.42615517473087,Open,Closed,Closed,Closed,Closed
929,30.968685354193827,73.31257830094043,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,83.70550054859947,Open,Open,Open,Closed,Closed
931,31.035356366797043,88.78968281318635,Open,Open,Open,Closed,Closed
932,31.06869187309865,92.57403164749375,Open,Open,Open,Open,Closed
933,31.10202737940026,95.55474397823576,Open,Open,Open,Open,Closed
934,31.135362885701863,95.84063246879276,Open,Open,Open,Open,Closed
935,31.16869839200347,100.0643793082821,Open,Open,Open,Open,Open
936,31.20203389830508,91.45628333591311,Open,Open,Open,Open,Closed
937,31.23536940460669,91.91740218493808,Open,Open,Open,Open,Closed
938,31.2687049109083,92.67492118555744,Open,Open,Open,Open,Closed
939,31.30204041720991,90.47549214227776,Open,Open,Open,Closed,Closed
940,31.335375923511517,85.84720896810694,Open,Open,Open,Closed,Closed
941,31.368711429813125,81.531492212389,Open,Open,Closed,Closed,Closed
942,31.402046936114733,81.37236049728841,Open,Open,Closed,Closed,Closed
943,31.43538244241634,81.47830228090858,Open,Open,Closed,Closed,Closed
944,31.46871794871795,80.30829382570343,Open,Open,Closed,Closed,Closed
945,31.502053455019556,76.23698228159516,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,73.08918055350773,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,73.05716731834968,Open,Closed,Closed,Closed,Closed
948,31.60205997392438,73.6143006300006,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,77.75255816064798,Open,Open,Closed,Closed,Closed
950,31.668730986527596,77.92500982038445,Open,Open,Closed,Closed,Closed
951,31.702066492829204,84.08359005479711,Open,Open,Open,Closed,Closed
952,31.73540199913081,90.8715861508864,Open,Open,Open,Open,Closed
953,31.76873750543242,93.86978449018308,Open,Open,Open,Open,Closed
954,31.802073011734027,100.95679721386026,Open,Open,Open,Open,Open
955,31.835408518035635,101.00876200575864,Open,Open,Open,Open,Open
956,31.868744024337243,95.80634787986858,Open,Open,Open,Open,Closed
957,31.90207953063885,90.59103059063042,Open,Open,Open,Closed,Closed
958,31.93541503694046,90.61876501480155,Open,Open,Open,Open,Closed
959,31.968750543242063,88.77746782300953,Open,Open,Open,Closed,Closed
960,32.00208604954368,91.65227950198866,Open,Open,Open,Open,Closed
961,32.03542155584528,94.22456320972842,Open,Open,Open,Open,Closed
962,32.068757062146894,87.59188659123708,Open,Open,Open,Closed,Closed
963,32.1020925684485,83.76047892307565,Open,Open,Open,Closed,Closed
964,32.13542807475011,80.4376456203645,Open,Open,Closed,Closed,Closed
965,32.168763581051714,76.73125801188735,Open,Open,Closed,Closed,Closed
966,32.202099087353325,73.26543193981328,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,70.6987371425107,Open,Closed,Closed,Closed,Closed
968,32.26877009995654,73.71421260398765,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,80.12932210889721,Open,Open,Closed,Closed,Closed
970,32.33544111255976,86.04840717612521,Open,Open,Open,Closed,Closed
971,32.36877661886136,96.72352713167996,Open,Open,Open,Open,Closed
972,32.40211212516297,97.37999363081224,Open,Open,Open,Open,Closed
973,32.43544763146458,101.99619573758385,Open,Open,Open,Open,Open
974,32.46878313776619,95.44444283524814,Open,Open,Open,Open,Closed
975,32.50211864406779,94.3898442244577,Open,Open,Open,Open,Closed
976,32.535454150369404,89.94267410147248,Open,Open,Open,Closed,Closed
977,32.56878965667101,86.41908707803003,Open,Open,Open,Closed,Closed
978,32.60212516297262,83.34716616727829,Open,Open,Closed,Closed,Closed
979,32.63546066927423,84.10063352357804,Open,Open,Open,Closed,Closed
980,32.668796175575835,80.18280311745531,Open,Open,Closed,Closed,Closed
981,32.70213168187745,77.7737713525913,Open,Open,Closed,Closed,Closed
982,32.73546718817905,74.86807698649942,Open,Closed,Closed,Closed,Closed
983,32.76880269448066,73.90602617643256,Open,Closed,Closed,Closed,Closed
984,32.80213820078227,70.38236339311712,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,71.02899073066652,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,66.3742507108197,Closed,Closed,Closed,Closed,Closed
987,32.902144719687094,66.62785474509946,Closed,Closed,Closed,Closed,Closed
988,32.9354802259887,68.64803079411381,Closed,Closed,Closed,Closed,Closed
989,32.96881573229031,70.45346318982905,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,67.99470580369518,Closed,Closed,Closed,Closed,Closed
991,33.035486744893525,70.1321953606414,Open,Closed,Closed,Closed,Closed
992,33.06882225119513,72.36509866612076,Open,Closed,Closed,Closed,Closed
993,33.10215775749674,79.12364072851187,Open,Open,Closed,Closed,Closed
994,33.135493263798345,77.22700664623011,Open,Open,Closed,Closed,Closed
995,33.16882877009996,88.72173802967689,Open,Open,Open,Closed,Closed
996,33.20216427640156,91.345821875468,Open,Open,Open,Open,Closed
997,33.23549978270317,96.38024606043544,Open,Open,Open,Open,Closed
998,33.26883528900478,96.50314376434592,Open,Open,Open,Open,Closed
999,33.30217079530639,95.12973694436536,Open,Open,Open,Open,Closed
1000,33.33550630160799,90.7922664215942,Open,Open,Open,Open,Closed
1001,33.368841807909604,90.6538973532624,Open,Open,Open,Open,Closed
1002,33.40217731421121,88.24605445736476,Open,Open,Open,Closed,Closed
1003,33.43551282051282,84.75646284663267,Open,Open,Open,Closed,Closed
1004,33.468848326814424,83.27011915423797,Open,Open,Closed,Closed,Closed
1005,33.502183833116035,82.46174619238676,Open,Open,Closed,Closed,Closed
1006,33.53551933941765,80.4826711985427,Open,Open,Closed,Closed,Closed
1007,33.56885484571925,79.35896446174613,Open,Open,Closed,Closed,Closed
1008,33.60219035202086,76.2432629294836,Open,Closed,Closed,Closed,Closed
1009,33.63552585832247,73.6095541357837,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,72.90805362796385,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,76.1006387915788,Open,Closed,Closed,Closed,Closed
1012,33.735532377227294,70.62725750817289,Open,Closed,Closed,Closed,Closed
1013,33.7688678835289,87.98100399093538,Open,Open,Open,Closed,Closed
1014,33.80220338983051,79.01756301804173,Open,Open,Closed,Closed,Closed
1015,33.835538896132114,84.39326381112127,Open,Open,Open,Closed,Closed
1016,33.868874402433725,87.47997430231656,Open,Open,Open,Closed,Closed
1017,33.90220990873533,93.58814912194994,Open,Open,Open,Open,Closed
1018,33.93554541503694,97.13909038391108,Open,Open,Open,Open,Closed
1019,33.968880921338545,97.30548655363876,Open,Open,Open,Open,Closed
1020,34.00221642764016,94.81629175934452,Open,Open,Open,Open,Closed
1021,34.03555193394176,92.3257216142473,Open,Open,Open,Open,Closed
1022,34.06888744024337,92.3582638769966,Open,Open,Open,Open,Closed
1023,34.10222294654498,88.41735664247874,Open,Open,Open,Closed,Closed
1024,34.13555845284659,88.32454366029603,Open,Open,Open,Closed,Closed
1025,34.16889395914819,86.73859468029548,Open,Open,Open,Closed,Closed
1026,34.202229465449804,81.83470799519216,Open,Open,Closed,Closed,Closed
1027,34.23556497175141,78.95721578640851,Open,Open,Closed,Closed,Closed
1028,34.26890047805302,74.87098871924802,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,73.80978363125146,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,72.37090300965467,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,69.09189182060418,Closed,Closed,Closed,Closed,Closed
1032,34.40224250325945,67.89026280758421,Closed,Closed,Closed,Closed,Closed
1033,34.43557800956106,68.91071108700172,Closed,Closed,Closed,Closed,Closed
1034,34.46891351586267,68.04811333586144,Closed,Closed,Closed,Closed,Closed
1035,34.50224902216428,72.75713606279052,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,77.88578789000508,Open,Open,Closed,Closed,Closed
1037,34.568920034767494,82.13253525986286,Open,Open,Closed,Closed,Closed
1038,34.6022555410691,89.33954816520875,Open,Open,Open,Closed,Closed
1039,34.63559104737071,95.11371985513924,Open,Open,Open,Open,Closed
1040,34.668926553672314,96.88793872489757,Open,Open,Open,Open,Closed
1041,34.702262059973926,91.96534997595144,Open,Open,Open,Open,Closed
1042,34.73559756627553,96.01072761538217,Open,Open,Open,Open,Closed
1043,34.76893307257714,94.13882907300108,Open,Open,Open,Open,Closed
1044,34.802268578878746,92.9389485043578,Open,Open,Open,Open,Closed
1045,34.83560408518036,92.44169587005888,Open,Open,Open,Open,Closed
1046,34.86893959148196,89.81792509401916,Open,Open,Open,Closed,Closed
1047,34.90227509778357,92.01922407721835,Open,Open,Open,Open,Closed
1048,34.93561060408518,91.99803715565696,Open,Open,Open,Open,Closed
1049,34.96894611038679,87.42006027215686,Open,Open,Open,Closed,Closed
1050,35.00228161668839,92.10081422984928,Open,Open,Open,Open,Closed
1051,35.035617122990004,87.09941043125359,Open,Open,Open,Closed,Closed
1052,35.06895262929161,82.24952745569139,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,79.39631302775875,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,80.9703068340847,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,83.5313441592923,Open,Open,Closed,Closed,Closed
1056,35.20229465449804,85.69049600501444,Open,Open,Open,Closed,Closed
1057,35.23563016079965,87.66914255925852,Open,Open,Open,Closed,Closed
1058,35.268965667101256,89.20261795752462,Open,Open,Open,Closed,Closed
1059,35.30230117340287,90.72417369678556,Open,Open,Open,Open,Closed
1060,35.33563667970447,89.6349765411961,Open,Open,Open,Closed,Closed
1061,35.36897218600608,90.17847547874943,Open,Open,Open,Closed,Closed
1062,35.402307692307694,86.85459242014505,Open,Open,Open,Closed,Closed
1063,35.4356431986093,84.21562381247479,Open,Open,Open,Closed,Closed
1064,35.46897870491091,84.6802708457314,Open,Open,Open,Closed,Closed
1065,35.502314211212514,76.92134749170424,Open,Open,Closed,Closed,Closed
1066,35.535649717514126,74.01031049195296,Open,Closed,Closed,Closed,Closed
1067,35.56898522381573,70.94107067087879,Open,Closed,Closed,Closed,Closed
1068,35.60232073011734,70.89614255572302,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,65.22171186178672,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,65.24492433946368,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,74.81911422959624,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,77.09746684127465,Open,Open,Closed,Closed,Closed
1073,35.76899826162538,80.00434175474443,Open,Open,Closed,Closed,Closed
1074,35.80233376792699,84.30576118446014,Open,Open,Open,Closed,Closed
1075,35.83566927422859,93.24692108887,Open,Open,Open,Open,Closed
1076,35.869004780530204,94.88166541799342,Open,Open,Open,Open,Closed
1077,35.90234028683181,95.88698437651615,Open,Open,Open,Open,Closed
1078,35.93567579313342,95.29770121776932,Open,Open,Open,Open,Closed
1079,35.969011299435024,92.7346114572806,Open,Open,Open,Open,Closed
1080,36.002346805736636,90.25250298354368,Open,Open,Open,Closed,Closed
1081,36.03568231203824,89.65660132702178,Open,Open,Open,Closed,Closed
1082,36.06901781833985,88.15863398034838,Open,Open,Open,Closed,Closed
1083,36.102353324641456,87.18577883128054,Open,Open,Open,Closed,Closed
1084,36.13568883094307,85.62361739307715,Open,Open,Open,Closed,Closed
1085,36.16902433724467,84.62486997526211,Open,Open,Open,Closed,Closed
1086,36.20235984354628,78.56606107167345,Open,Open,Closed,Closed,Closed
1087,36.23569534984789,79.59198101915877,Open,Open,Closed,Closed,Closed
1088,36.2690308561495,76.94619254189381,Open,Open,Closed,Closed,Closed
1089,36.30236636245111,72.69391176633881,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,74.3543491803924,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,71.36710836173282,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,69.46472763923802,Closed,Closed,Closed,Closed,Closed
1093,36.43570838765754,72.40240711325245,Open,Closed,Closed,Closed,Closed
1094,36.469043893959146,81.90166234815263,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,86.51045992531989,Open,Open,Open,Closed,Closed
1096,36.53571490656236,94.5934792584183,Open,Open,Open,Open,Closed
1097,36.56905041286397,97.63109746373686,Open,Open,Open,Open,Open
1098,36.60238591916558,95.3111810131144,Open,Open,Open,Open,Closed
1099,36.63572142546719,95.16122932647502,Open,Open,Open,Open,Closed
1100,36.66905693176879,94.83843481447224,Open,Open,Open,Open,Closed
1101,36.702392438070405,91.43486204513844,Open,Open,Open,Open,Closed
1102,36.73572794437201,91.41120001430151,Open,Open,Open,Open,Closed
1103,36.76906345067362,91.57184925460508,Open,Open,Open,Open,Closed
1104,36.802398956975225,88.42017167253633,Open,Open,Open,Closed,Closed
1105,36.83573446327683,89.86666035435931,Open,Open,Open,Closed,Closed
1106,36.86906996957844,83.7307455538358,Open,Open,Open,Closed,Closed
1107,36.90240547588005,79.60458020357166,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,80.56391310703279,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,77.04639291201178,Open,Open,Closed,Closed,Closed
1110,37.00241199478487,74.54777891914318,Open,Closed,Closed,Closed,Closed
1111,37.03574750108648,69.2360962001136,Closed,Closed,Closed,Closed,Closed
1112,37.06908300738809,69.06488039654732,Closed,Closed,Closed,Closed,Closed
1113,37.1024185136897,69.95517978341672,Open,Closed,Closed,Closed,Closed
1114,37.1357540199913,69.66411520393174,Open,Closed,Closed,Closed,Closed
1115,37.169089526292915,73.73569397209235,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,80.09266867589292,Open,Open,Closed,Closed,Closed
1117,37.23576053889613,87.89687546174929,Open,Open,Open,Closed,Closed
1118,37.26909604519774,94.18402253254472,Open,Open,Open,Open,Closed
1119,37.302431551499346,96.05975536923088,Open,Open,Open,Open,Closed
1120,37.33576705780096,94.90077617095494,Open,Open,Open,Open,Closed
1121,37.36910256410256,92.74769070249076,Open,Open,Open,Open,Closed
1122,37.40243807040417,92.7651746897586,Open,Open,Open,Open,Closed
1123,37.43577357670578,95.25963395105654,Open,Open,Open,Open,Closed
1124,37.46910908300739,91.21286481523094,Open,Open,Open,Open,Closed
1125,37.50244458930899,94.72399888326876,Open,Open,Open,Open,Closed
1126,37.535780095610605,92.28527480541464,Open,Open,Open,Open,Closed
1127,37.56911560191221,89.20211940494312,Open,Open,Open,Closed,Closed
1128,37.60245110821382,89.68640806579708,Open,Open,Open,Closed,Closed
1129,37.635786614515425,88.60846809659125,Open,Open,Open,Closed,Closed
1130,37.66912212081704,86.61234224026316,Open,Open,Open,Closed,Closed
1131,37.70245762711864,78.11171693962106,Open,Open,Closed,Closed,Closed
1132,37.73579313342025,80.9701473111194,Open,Open,Closed,Closed,Closed
1133,37.769128639721856,77.82034431313038,Open,Open,Closed,Closed,Closed
1134,37.80246414602347,76.59743827733217,Open,Closed,Closed,Closed,Closed
1135,37.83579965232507,71.83765776382165,Open,Closed,Closed,Closed,Closed
1136,37.86913515862668,73.9883160777683,Open,Closed,Closed,Closed,Closed
1137,37.90247066492829,75.98151706112546,Open,Closed,Closed,Closed,Closed
1138,37.9358061712299,74.42544506223754,Open,Closed,Closed,Closed,Closed
1139,37.9691416775315,77.4936378545608,Open,Open,Closed,Closed,Closed
1140,38.002477183833115,76.67909066337359,Open,Open,Closed,Closed,Closed
1141,38.03581269013472,88.1332299096868,Open,Open,Open,Closed,Closed
1142,38.06914819643633,89.64223463890633,Open,Open,Open,Closed,Closed
1143,38.10248370273794,93.27553294193626,Open,Open,Open,Open,Closed
1144,38.135819209039546,96.3961508240919,Open,Open,Open,Open,Closed
1145,38.16915471534116,95.54098830520276,Open,Open,Open,Open,Closed
1146,38.20249022164276,98.4934885132528,Open,Open,Open,Open,Open
1147,38.23582572794437,97.32280928636752,Open,Open,Open,Open,Closed
1148,38.26916123424598,93.35313839938053,Open,Open,Open,Open,Closed
1149,38.30249674054759,91.36598018878992,Open,Open,Open,Open,Closed
1150,38.33583224684919,91.31666470413144,Open,Open,Open,Open,Closed
1151,38.369167753150805,89.8649529472782,Open,Open,Open,Closed,Closed
1152,38.40250325945241,88.36307375568444,Open,Open,Open,Closed,Closed
1153,38.43583876575402,82.84858416256964,Open,Open,Closed,Closed,Closed
1154,38.469174272055625,80.65561396347523,Open,Open,Closed,Closed,Closed
1155,38.50250977835723,79.95183278658305,Open,Open,Closed,Closed,Closed
1156,38.53584528465884,79.34841419958565,Open,Open,Closed,Closed,Closed
1157,38.56918079096045,77.1211973928707,Open,Open,Closed,Closed,Closed
1158,38.602516297262056,74.23879313643252,Open,Closed,Closed,Closed,Closed
1159,38.63585180356367,71.63292746591566,Open,Closed,Closed,Closed,Closed
1160,38.66918730986527,71.91978038831022,Open,Closed,Closed,Closed,Closed
1161,38.70252281616688,73.42380458778695,Open,Closed,Closed,Closed,Closed
1162,38.73585832246849,72.44244698461972,Open,Closed,Closed,Closed,Closed
1163,38.7691938287701,71.44632832977618,Open,Closed,Closed,Closed,Closed
1164,38.8025293350717,75.4916263296566,Open,Closed,Closed,Closed,Closed
1165,38.835864841373315,88.68031682968012,Open,Open,Open,Closed,Closed
1166,38.86920034767492,89.0839069972827,Open,Open,Open,Closed,Closed
1167,38.90253585397653,95.28076295506692,Open,Open,Open,Open,Closed
1168,38.935871360278135,98.67014751320065,Open,Open,Open,Open,Open
1169,38.969206866579746,99.0991647734231,Open,Open,Open,Open,Open
1170,39.00254237288136,104.2544718888318,Open,Open,Open,Open,Open
