frame,timestamp,aspect_ratio_top_lip_heigh_to_mouth_width,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
756,25.201642764015645,0.0989718686794683,Open,Open,Closed,Closed,Closed
757,25.234978270317253,0.1013291131415984,Open,Open,Closed,Closed,Closed
758,25.26831377661886,0.1298839772057129,Open,Open,Open,Closed,Closed
759,25.30164928292047,0.1150305127583661,Open,Open,Open,Closed,Closed
760,25.334984789222077,0.14348482314362,Open,Open,Open,Open,Closed
761,25.368320295523684,0.1414913243041358,Open,Open,Open,Open,Closed
762,25.401655801825292,0.1347903046270702,Open,Open,Open,Closed,Closed
763,25.4349913081269,0.1008973001794055,Open,Open,Closed,Closed,Closed
764,25.468326814428508,0.116144037797501,Open,Open,Open,Closed,Closed
765,25.501662320730116,0.1115691789305255,Open,Open,Closed,Closed,Closed
766,25.534997827031724,0.1202806494144994,Open,Open,Open,Closed,Closed
767,25.56833333333333,0.1039357293867019,Open,Open,Closed,Closed,Closed
768,25.60166883963494,0.1029533791938538,Open,Open,Closed,Closed,Closed
769,25.635004345936547,0.1064518321789598,Open,Open,Closed,Closed,Closed
770,25.668339852238155,0.1121843970529856,Open,Open,Closed,Closed,Closed
771,25.701675358539763,0.1287216430044564,Open,Open,Open,Closed,Closed
772,25.73501086484137,0.0948467893065426,Open,Open,Closed,Closed,Closed
773,25.76834637114298,0.10824323325952,Open,Open,Closed,Closed,Closed
774,25.801681877444587,0.109703299519979,Open,Open,Closed,Closed,Closed
775,25.8350173837462,0.1064600900935068,Open,Open,Closed,Closed,Closed
776,25.86835289004781,0.105238002497412,Open,Open,Closed,Closed,Closed
777,25.901688396349417,0.1132978351668725,Open,Open,Open,Closed,Closed
778,25.93502390265102,0.1258306813586237,Open,Open,Open,Closed,Closed
779,25.96835940895263,0.1159841069276914,Open,Open,Open,Closed,Closed
780,26.001694915254237,0.0971522925175509,Open,Open,Closed,Closed,Closed
781,26.035030421555845,0.1005125343046468,Open,Open,Closed,Closed,Closed
782,26.068365927857453,0.1105507665210557,Open,Open,Closed,Closed,Closed
783,26.10170143415906,0.152458928688608,Open,Open,Open,Open,Closed
784,26.13503694046067,0.1407825948942404,Open,Open,Open,Open,Closed
785,26.168372446762277,0.1423747802565941,Open,Open,Open,Open,Closed
786,26.201707953063885,0.1278050105501221,Open,Open,Open,Closed,Closed
787,26.235043459365492,0.118951148053265,Open,Open,Open,Closed,Closed
788,26.2683789656671,0.0984071737508161,Open,Open,Closed,Closed,Closed
789,26.301714471968708,0.0914135242445293,Open,Open,Closed,Closed,Closed
790,26.335049978270316,0.1129997113093255,Open,Open,Open,Closed,Closed
791,26.368385484571924,0.106342635085068,Open,Open,Closed,Closed,Closed
792,26.40172099087353,0.1084345673599071,Open,Open,Closed,Closed,Closed
793,26.43505649717514,0.1076164102702997,Open,Open,Closed,Closed,Closed
794,26.468392003476747,0.1051245990868787,Open,Open,Closed,Closed,Closed
795,26.501727509778355,0.1079872967713593,Open,Open,Closed,Closed,Closed
796,26.535063016079963,0.1156114746549641,Open,Open,Open,Closed,Closed
797,26.56839852238157,0.1004959732843271,Open,Open,Closed,Closed,Closed
798,26.60173402868318,0.126492243420775,Open,Open,Open,Closed,Closed
799,26.635069534984787,0.1405876195317835,Open,Open,Open,Open,Closed
800,26.668405041286395,0.1530532564935131,Open,Open,Open,Open,Closed
801,26.701740547588003,0.1582586980743496,Open,Open,Open,Open,Closed
802,26.735076053889617,0.1157150438498152,Open,Open,Open,Closed,Closed
803,26.768411560191225,0.1211581755578978,Open,Open,Open,Closed,Closed
804,26.80174706649283,0.1262002763746007,Open,Open,Open,Closed,Closed
805,26.83508257279444,0.1251435649987719,Open,Open,Open,Closed,Closed
806,26.868418079096045,0.1578173810640786,Open,Open,Open,Open,Closed
807,26.901753585397653,0.1108084585609198,Open,Open,Closed,Closed,Closed
808,26.93508909169926,0.109747774166316,Open,Open,Closed,Closed,Closed
809,26.96842459800087,0.10824323325952,Open,Open,Closed,Closed,Closed
810,27.001760104302477,0.0967157308004735,Open,Open,Closed,Closed,Closed
811,27.035095610604085,0.0956509576299388,Open,Open,Closed,Closed,Closed
812,27.068431116905693,0.1086853102280239,Open,Open,Closed,Closed,Closed
813,27.1017666232073,0.1149936784851933,Open,Open,Open,Closed,Closed
814,27.13510212950891,0.111081639695926,Open,Open,Closed,Closed,Closed
815,27.168437635810516,0.1114806831970875,Open,Open,Closed,Closed,Closed
816,27.201773142112124,0.1259675461100675,Open,Open,Open,Closed,Closed
817,27.235108648413732,0.1337266668615062,Open,Open,Open,Closed,Closed
818,27.26844415471534,0.1468507407616655,Open,Open,Open,Open,Closed
819,27.301779661016948,0.1823374795172637,Open,Open,Open,Open,Open
820,27.335115167318556,0.1670807893010426,Open,Open,Open,Open,Open
821,27.368450673620163,0.1482700026185815,Open,Open,Open,Open,Closed
822,27.40178617992177,0.1084679556393185,Open,Open,Closed,Closed,Closed
823,27.43512168622338,0.0998976573250094,Open,Open,Closed,Closed,Closed
824,27.468457192524987,0.0949468760572377,Open,Open,Closed,Closed,Closed
825,27.501792698826595,0.0961578439035563,Open,Open,Closed,Closed,Closed
826,27.535128205128203,0.1004325197339928,Open,Open,Closed,Closed,Closed
827,27.56846371142981,0.1011120278331117,Open,Open,Closed,Closed,Closed
828,27.60179921773142,0.091951049785655,Open,Open,Closed,Closed,Closed
829,27.635134724033023,0.1011884781586953,Open,Open,Closed,Closed,Closed
830,27.66847023033464,0.1017994873725406,Open,Open,Closed,Closed,Closed
831,27.70180573663625,0.1264446174950034,Open,Open,Open,Closed,Closed
832,27.735141242937853,0.0989983305976113,Open,Open,Closed,Closed,Closed
833,27.76847674923946,0.13587403291841,Open,Open,Open,Closed,Closed
834,27.80181225554107,0.1318310209412252,Open,Open,Open,Closed,Closed
835,27.835147761842677,0.1299857866206184,Open,Open,Open,Closed,Closed
836,27.868483268144285,0.1455302006502775,Open,Open,Open,Open,Closed
837,27.901818774445893,0.159518400432112,Open,Open,Open,Open,Open
838,27.9351542807475,0.1679924405102617,Open,Open,Open,Open,Open
839,27.96848978704911,0.1701765206575095,Open,Open,Open,Open,Open
840,28.001825293350716,0.1723396130806501,Open,Open,Open,Open,Open
841,28.035160799652324,0.1332070450520588,Open,Open,Open,Closed,Closed
842,28.068496305953932,0.1217906488121507,Open,Open,Open,Closed,Closed
843,28.10183181225554,0.109545179461481,Open,Open,Closed,Closed,Closed
844,28.135167318557148,0.0863645354269731,Open,Closed,Closed,Closed,Closed
845,28.168502824858756,0.1117720066523083,Open,Open,Closed,Closed,Closed
846,28.201838331160364,0.1203019965882258,Open,Open,Open,Closed,Closed
847,28.23517383746197,0.1210126607889218,Open,Open,Open,Closed,Closed
848,28.26850934376358,0.1083202260681941,Open,Open,Closed,Closed,Closed
849,28.301844850065187,0.1042791272369042,Open,Open,Closed,Closed,Closed
850,28.335180356366795,0.106135464123192,Open,Open,Closed,Closed,Closed
851,28.368515862668403,0.1169691550950879,Open,Open,Open,Closed,Closed
852,28.40185136897001,0.1041847282860985,Open,Open,Closed,Closed,Closed
853,28.43518687527162,0.1214183747735435,Open,Open,Open,Closed,Closed
854,28.468522381573223,0.1202642116889518,Open,Open,Open,Closed,Closed
855,28.50185788787483,0.1404575352425977,Open,Open,Open,Open,Closed
856,28.53519339417644,0.1079343324112943,Open,Open,Closed,Closed,Closed
857,28.568528900478057,0.1228737360198219,Open,Open,Open,Closed,Closed
858,28.60186440677966,0.1146231910949583,Open,Open,Open,Closed,Closed
859,28.63519991308127,0.0987441946312678,Open,Open,Closed,Closed,Closed
860,28.668535419382877,0.1044755542265673,Open,Open,Closed,Closed,Closed
861,28.701870925684485,0.1207877708382732,Open,Open,Open,Closed,Closed
862,28.735206431986093,0.1030602624691205,Open,Open,Closed,Closed,Closed
863,28.7685419382877,0.111534436263951,Open,Open,Closed,Closed,Closed
864,28.80187744458931,0.122296667891293,Open,Open,Open,Closed,Closed
865,28.835212950890917,0.0998752338877844,Open,Open,Closed,Closed,Closed
866,28.868548457192524,0.097209745810419,Open,Open,Closed,Closed,Closed
867,28.901883963494132,0.1054994643886942,Open,Open,Closed,Closed,Closed
868,28.93521946979574,0.1191145137851392,Open,Open,Open,Closed,Closed
869,28.968554976097348,0.1267181085086653,Open,Open,Open,Closed,Closed
870,29.001890482398956,0.1246833330422544,Open,Open,Open,Closed,Closed
871,29.035225988700564,0.1089278888719195,Open,Open,Closed,Closed,Closed
872,29.06856149500217,0.1083726422693998,Open,Open,Closed,Closed,Closed
873,29.10189700130378,0.0959499883131664,Open,Open,Closed,Closed,Closed
874,29.135232507605387,0.1089934717851575,Open,Open,Closed,Closed,Closed
875,29.168568013906995,0.0924146315799108,Open,Open,Closed,Closed,Closed
876,29.201903520208603,0.0908322619831105,Open,Open,Closed,Closed,Closed
877,29.23523902651021,0.0960678807093999,Open,Open,Closed,Closed,Closed
878,29.26857453281182,0.0992166194497172,Open,Open,Closed,Closed,Closed
879,29.301910039113427,0.0978599425057649,Open,Open,Closed,Closed,Closed
880,29.33524554541503,0.095506410145761,Open,Open,Closed,Closed,Closed
881,29.36858105171664,0.1033215650752605,Open,Open,Closed,Closed,Closed
882,29.40191655801825,0.1181420148676697,Open,Open,Open,Closed,Closed
883,29.435252064319855,0.1293565528286397,Open,Open,Open,Closed,Closed
884,29.46858757062147,0.1252716129230821,Open,Open,Open,Closed,Closed
885,29.501923076923077,0.1410408212158271,Open,Open,Open,Open,Closed
886,29.535258583224685,0.1461950924365461,Open,Open,Open,Open,Closed
887,29.568594089526293,0.1629848900340404,Open,Open,Open,Open,Open
888,29.6019295958279,0.1393581815109399,Open,Open,Open,Open,Closed
889,29.63526510212951,0.1173377603031158,Open,Open,Open,Closed,Closed
890,29.668600608431117,0.0835118174056104,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,0.0854357657716761,Open,Closed,Closed,Closed,Closed
892,29.735271621034332,0.1005147161224406,Open,Open,Closed,Closed,Closed
893,29.76860712733594,0.0916968383243295,Open,Open,Closed,Closed,Closed
894,29.801942633637548,0.0674860560797342,Open,Closed,Closed,Closed,Closed
895,29.835278139939156,0.0915517674360387,Open,Open,Closed,Closed,Closed
896,29.868613646240764,0.0721853722671613,Open,Closed,Closed,Closed,Closed
897,29.90194915254237,0.0815817016448004,Open,Closed,Closed,Closed,Closed
898,29.93528465884398,0.1100650093174495,Open,Open,Closed,Closed,Closed
899,29.968620165145587,0.1122821046521703,Open,Open,Closed,Closed,Closed
900,30.001955671447195,0.1106554296309646,Open,Open,Closed,Closed,Closed
901,30.035291177748803,0.1185274371063981,Open,Open,Open,Closed,Closed
902,30.06862668405041,0.1205242873452029,Open,Open,Open,Closed,Closed
903,30.10196219035202,0.1437432369117028,Open,Open,Open,Open,Closed
904,30.135297696653627,0.1346036953365597,Open,Open,Open,Closed,Closed
905,30.168633202955235,0.1253848414456255,Open,Open,Open,Closed,Closed
906,30.201968709256843,0.1635717291555213,Open,Open,Open,Open,Open
907,30.23530421555845,0.1518307507762794,Open,Open,Open,Open,Closed
908,30.26863972186006,0.1488336233844067,Open,Open,Open,Open,Closed
909,30.301975228161663,0.1079589169922114,Open,Open,Closed,Closed,Closed
910,30.33531073446327,0.0983491171011505,Open,Open,Closed,Closed,Closed
911,30.368646240764885,0.0980318873343258,Open,Open,Closed,Closed,Closed
912,30.401981747066493,0.0851843967029404,Open,Closed,Closed,Closed,Closed
913,30.4353172533681,0.0838985441053582,Open,Closed,Closed,Closed,Closed
914,30.46865275966971,0.0892470761426524,Open,Closed,Closed,Closed,Closed
915,30.501988265971317,0.0839011439869038,Open,Closed,Closed,Closed,Closed
916,30.535323772272925,0.0750847943203611,Open,Closed,Closed,Closed,Closed
917,30.568659278574533,0.0888581777889261,Open,Closed,Closed,Closed,Closed
918,30.60199478487614,0.083845835207779,Open,Closed,Closed,Closed,Closed
919,30.63533029117775,0.1126612702353267,Open,Open,Closed,Closed,Closed
920,30.668665797479356,0.0938114286405251,Open,Open,Closed,Closed,Closed
921,30.702001303780964,0.0945686599304866,Open,Open,Closed,Closed,Closed
922,30.735336810082572,0.0963849617519609,Open,Open,Closed,Closed,Closed
923,30.76867231638418,0.107551436477407,Open,Open,Closed,Closed,Closed
924,30.802007822685788,0.1227503070350996,Open,Open,Open,Closed,Closed
925,30.835343328987395,0.1418316857752613,Open,Open,Open,Open,Closed
926,30.868678835289003,0.1489355634145132,Open,Open,Open,Open,Closed
927,30.90201434159061,0.144216611123252,Open,Open,Open,Open,Closed
928,30.93534984789222,0.1515958660720563,Open,Open,Open,Open,Closed
929,30.968685354193827,0.134099823403503,Open,Open,Open,Closed,Closed
930,31.002020860495435,0.1125925377171253,Open,Open,Closed,Closed,Closed
931,31.035356366797043,0.0945512232887595,Open,Open,Closed,Closed,Closed
932,31.06869187309865,0.111687676829348,Open,Open,Closed,Closed,Closed
933,31.10202737940026,0.0999048321589569,Open,Open,Closed,Closed,Closed
934,31.135362885701863,0.1002806289392184,Open,Open,Closed,Closed,Closed
935,31.16869839200347,0.0874746629860721,Open,Closed,Closed,Closed,Closed
936,31.20203389830508,0.1099020024000813,Open,Open,Closed,Closed,Closed
937,31.23536940460669,0.1143916090776195,Open,Open,Open,Closed,Closed
938,31.2687049109083,0.1200335069293144,Open,Open,Open,Closed,Closed
939,31.30204041720991,0.095412890631284,Open,Open,Closed,Closed,Closed
940,31.335375923511517,0.1049602829629378,Open,Open,Closed,Closed,Closed
941,31.368711429813125,0.1355284525750676,Open,Open,Open,Closed,Closed
942,31.402046936114733,0.1415041470333639,Open,Open,Open,Open,Closed
943,31.43538244241634,0.1356178117234939,Open,Open,Open,Closed,Closed
944,31.46871794871795,0.1565018073388393,Open,Open,Open,Open,Closed
945,31.502053455019556,0.1391456098173222,Open,Open,Open,Open,Closed
946,31.535388961321164,0.1580064573489351,Open,Open,Open,Open,Closed
947,31.568724467622772,0.1519618916262493,Open,Open,Open,Open,Closed
948,31.60205997392438,0.1240490630978439,Open,Open,Open,Closed,Closed
949,31.635395480225988,0.1039966721597354,Open,Open,Closed,Closed,Closed
950,31.668730986527596,0.1040724596566628,Open,Open,Closed,Closed,Closed
951,31.702066492829204,0.0960524560091154,Open,Open,Closed,Closed,Closed
952,31.73540199913081,0.0847433699055054,Open,Closed,Closed,Closed,Closed
953,31.76873750543242,0.1078143837356862,Open,Open,Closed,Closed,Closed
954,31.802073011734027,0.085397480473401,Open,Closed,Closed,Closed,Closed
955,31.835408518035635,0.0855851440355042,Open,Closed,Closed,Closed,Closed
956,31.868744024337243,0.0950241755742455,Open,Open,Closed,Closed,Closed
957,31.90207953063885,0.1110483494046507,Open,Open,Closed,Closed,Closed
958,31.93541503694046,0.1118563996405059,Open,Open,Closed,Closed,Closed
959,31.968750543242063,0.1300277527870314,Open,Open,Open,Closed,Closed
960,32.00208604954368,0.104243238501254,Open,Open,Closed,Closed,Closed
961,32.03542155584528,0.111727591385965,Open,Open,Closed,Closed,Closed
962,32.068757062146894,0.1261010034255946,Open,Open,Open,Closed,Closed
963,32.1020925684485,0.137827300173721,Open,Open,Open,Open,Closed
964,32.13542807475011,0.1380838190705519,Open,Open,Open,Open,Closed
965,32.168763581051714,0.1133890654792497,Open,Open,Open,Closed,Closed
966,32.202099087353325,0.1110136348060887,Open,Open,Closed,Closed,Closed
967,32.23543459365493,0.121374467146417,Open,Open,Open,Closed,Closed
968,32.26877009995654,0.1047792892053256,Open,Open,Closed,Closed,Closed
969,32.302105606258145,0.1193769089482887,Open,Open,Open,Closed,Closed
970,32.33544111255976,0.1337907427632185,Open,Open,Open,Closed,Closed
971,32.36877661886136,0.1097211939237859,Open,Open,Closed,Closed,Closed
972,32.40211212516297,0.1037421197339554,Open,Open,Closed,Closed,Closed
973,32.43544763146458,0.0805507218129328,Open,Closed,Closed,Closed,Closed
974,32.46878313776619,0.0914920024748279,Open,Open,Closed,Closed,Closed
975,32.50211864406779,0.0908469768500878,Open,Open,Closed,Closed,Closed
976,32.535454150369404,0.1016779436372078,Open,Open,Closed,Closed,Closed
977,32.56878965667101,0.1278116647452949,Open,Open,Open,Closed,Closed
978,32.60212516297262,0.1265627982289429,Open,Open,Open,Closed,Closed
979,32.63546066927423,0.13735813276675,Open,Open,Open,Open,Closed
980,32.668796175575835,0.1512559853145286,Open,Open,Open,Open,Closed
981,32.70213168187745,0.1300219847932443,Open,Open,Open,Closed,Closed
982,32.73546718817905,0.1483938185660071,Open,Open,Open,Open,Closed
983,32.76880269448066,0.1435258846359783,Open,Open,Open,Open,Closed
984,32.80213820078227,0.1247128266787133,Open,Open,Open,Closed,Closed
985,32.83547370708388,0.1496040731161003,Open,Open,Open,Open,Closed
986,32.86880921338548,0.1598097620466376,Open,Open,Open,Open,Open
987,32.902144719687094,0.14615397232075,Open,Open,Open,Open,Closed
988,32.9354802259887,0.1259512645987823,Open,Open,Open,Closed,Closed
989,32.96881573229031,0.1091394880152696,Open,Open,Closed,Closed,Closed
990,33.002151238591914,0.1201233597713419,Open,Open,Open,Closed,Closed
991,33.035486744893525,0.1231635265132145,Open,Open,Open,Closed,Closed
992,33.06882225119513,0.0990998028783006,Open,Open,Closed,Closed,Closed
993,33.10215775749674,0.0914564068187604,Open,Open,Closed,Closed,Closed
994,33.135493263798345,0.0978480594860271,Open,Open,Closed,Closed,Closed
995,33.16882877009996,0.0970433870890898,Open,Open,Closed,Closed,Closed
996,33.20216427640156,0.1162127452599944,Open,Open,Open,Closed,Closed
997,33.23549978270317,0.0996321763981765,Open,Open,Closed,Closed,Closed
998,33.26883528900478,0.0939593444518365,Open,Open,Closed,Closed,Closed
999,33.30217079530639,0.101411776109373,Open,Open,Closed,Closed,Closed
1000,33.33550630160799,0.0837291938774852,Open,Closed,Closed,Closed,Closed
1001,33.368841807909604,0.1218623428365999,Open,Open,Open,Closed,Closed
1002,33.40217731421121,0.1138928642365299,Open,Open,Open,Closed,Closed
1003,33.43551282051282,0.1181420148676697,Open,Open,Open,Closed,Closed
1004,33.468848326814424,0.1268003635214913,Open,Open,Open,Closed,Closed
1005,33.502183833116035,0.1470191533196366,Open,Open,Open,Open,Closed
1006,33.53551933941765,0.1626626692541087,Open,Open,Open,Open,Open
1007,33.56885484571925,0.1707771736358624,Open,Open,Open,Open,Open
1008,33.60219035202086,0.1647106847214807,Open,Open,Open,Open,Open
1009,33.63552585832247,0.1306599783197526,Open,Open,Open,Closed,Closed
1010,33.66886136462408,0.1112909283441705,Open,Open,Closed,Closed,Closed
1011,33.70219687092568,0.1006690481440179,Open,Open,Closed,Closed,Closed
1012,33.735532377227294,0.1086428952510222,Open,Open,Closed,Closed,Closed
1013,33.7688678835289,0.0839123708356161,Open,Closed,Closed,Closed,Closed
1014,33.80220338983051,0.0910357960956197,Open,Open,Closed,Closed,Closed
1015,33.835538896132114,0.0985452397055684,Open,Open,Closed,Closed,Closed
1016,33.868874402433725,0.0990603907300549,Open,Open,Closed,Closed,Closed
1017,33.90220990873533,0.0922610258417458,Open,Open,Closed,Closed,Closed
1018,33.93554541503694,0.0990804096024733,Open,Open,Closed,Closed,Closed
1019,33.968880921338545,0.1034444417150985,Open,Open,Closed,Closed,Closed
1020,34.00221642764016,0.1112640131941105,Open,Open,Closed,Closed,Closed
1021,34.03555193394176,0.1089229437830622,Open,Open,Closed,Closed,Closed
1022,34.06888744024337,0.125,Open,Open,Open,Closed,Closed
1023,34.10222294654498,0.1249340142483231,Open,Open,Open,Closed,Closed
1024,34.13555845284659,0.1307011316253504,Open,Open,Open,Closed,Closed
1025,34.16889395914819,0.1327545936310678,Open,Open,Open,Closed,Closed
1026,34.202229465449804,0.1346130751172691,Open,Open,Open,Closed,Closed
1027,34.23556497175141,0.1219629855654332,Open,Open,Open,Closed,Closed
1028,34.26890047805302,0.1419110055542793,Open,Open,Open,Open,Closed
1029,34.302235984354624,0.1227235544033823,Open,Open,Open,Closed,Closed
1030,34.335571490656235,0.1183119049813229,Open,Open,Open,Closed,Closed
1031,34.36890699695784,0.1126185012742946,Open,Open,Closed,Closed,Closed
1032,34.40224250325945,0.1042742096445666,Open,Open,Closed,Closed,Closed
1033,34.43557800956106,0.1242011432153199,Open,Open,Open,Closed,Closed
1034,34.46891351586267,0.1258008804031533,Open,Open,Open,Closed,Closed
1035,34.50224902216428,0.1180499501284392,Open,Open,Open,Closed,Closed
1036,34.53558452846588,0.0970961668135163,Open,Open,Closed,Closed,Closed
1037,34.568920034767494,0.1401654929802512,Open,Open,Open,Open,Closed
1038,34.6022555410691,0.1072889905671833,Open,Open,Closed,Closed,Closed
1039,34.63559104737071,0.1210312870920408,Open,Open,Open,Closed,Closed
1040,34.668926553672314,0.1088790794903379,Open,Open,Closed,Closed,Closed
1041,34.702262059973926,0.1046607629603948,Open,Open,Closed,Closed,Closed
1042,34.73559756627553,0.1202796083796203,Open,Open,Open,Closed,Closed
1043,34.76893307257714,0.0960091984172607,Open,Open,Closed,Closed,Closed
1044,34.802268578878746,0.1188480800524775,Open,Open,Open,Closed,Closed
1045,34.83560408518036,0.1254599495725727,Open,Open,Open,Closed,Closed
1046,34.86893959148196,0.100824100725845,Open,Open,Closed,Closed,Closed
1047,34.90227509778357,0.0872693709309393,Open,Closed,Closed,Closed,Closed
1048,34.93561060408518,0.120068911774005,Open,Open,Open,Closed,Closed
1049,34.96894611038679,0.1149683987050422,Open,Open,Open,Closed,Closed
1050,35.00228161668839,0.1097917542241156,Open,Open,Closed,Closed,Closed
1051,35.035617122990004,0.1161268400300727,Open,Open,Open,Closed,Closed
1052,35.06895262929161,0.1040701292459991,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,0.09545431723119,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,0.0945488580183136,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,0.102476415432365,Open,Open,Closed,Closed,Closed
1056,35.20229465449804,0.0962758574225124,Open,Open,Closed,Closed,Closed
1057,35.23563016079965,0.0976725868901042,Open,Open,Closed,Closed,Closed
1058,35.268965667101256,0.0970303400745505,Open,Open,Closed,Closed,Closed
1059,35.30230117340287,0.1009657644629284,Open,Open,Closed,Closed,Closed
1060,35.33563667970447,0.0963748861915947,Open,Open,Closed,Closed,Closed
1061,35.36897218600608,0.0957192923929284,Open,Open,Closed,Closed,Closed
1062,35.402307692307694,0.1218246636192982,Open,Open,Open,Closed,Closed
1063,35.4356431986093,0.1314318693589413,Open,Open,Open,Closed,Closed
1064,35.46897870491091,0.1367231789074016,Open,Open,Open,Open,Closed
1065,35.502314211212514,0.1378964235264344,Open,Open,Open,Open,Closed
1066,35.535649717514126,0.130176985096955,Open,Open,Open,Closed,Closed
1067,35.56898522381573,0.1081665382639196,Open,Open,Closed,Closed,Closed
1068,35.60232073011734,0.1139008539069505,Open,Open,Open,Closed,Closed
1069,35.635656236418946,0.1249815783655325,Open,Open,Open,Closed,Closed
1070,35.66899174272056,0.1236621144520775,Open,Open,Open,Closed,Closed
1071,35.70232724902216,0.101818330751708,Open,Open,Closed,Closed,Closed
1072,35.73566275532377,0.0855585910374718,Open,Closed,Closed,Closed,Closed
1073,35.76899826162538,0.0881005761416389,Open,Closed,Closed,Closed,Closed
1074,35.80233376792699,0.1018000200612073,Open,Open,Closed,Closed,Closed
1075,35.83566927422859,0.0972293130331028,Open,Open,Closed,Closed,Closed
1076,35.869004780530204,0.1006780676859097,Open,Open,Closed,Closed,Closed
1077,35.90234028683181,0.1152028162711387,Open,Open,Open,Closed,Closed
1078,35.93567579313342,0.1106820499152156,Open,Open,Closed,Closed,Closed
1079,35.969011299435024,0.1357698335211666,Open,Open,Open,Closed,Closed
1080,36.002346805736636,0.0949187181306547,Open,Open,Closed,Closed,Closed
1081,36.03568231203824,0.1128059381284868,Open,Open,Open,Closed,Closed
1082,36.06901781833985,0.1253133541796109,Open,Open,Open,Closed,Closed
1083,36.102353324641456,0.1324641363999452,Open,Open,Open,Closed,Closed
1084,36.13568883094307,0.116943312564057,Open,Open,Open,Closed,Closed
1085,36.16902433724467,0.1364554408451511,Open,Open,Open,Open,Closed
1086,36.20235984354628,0.1469423695039607,Open,Open,Open,Open,Closed
1087,36.23569534984789,0.1635911569988401,Open,Open,Open,Open,Open
1088,36.2690308561495,0.1568782687738437,Open,Open,Open,Open,Closed
1089,36.30236636245111,0.1324150537409642,Open,Open,Open,Closed,Closed
1090,36.335701868752714,0.121410732794658,Open,Open,Open,Closed,Closed
1091,36.369037375054326,0.1132723956220079,Open,Open,Open,Closed,Closed
1092,36.40237288135593,0.1092453313526363,Open,Open,Closed,Closed,Closed
1093,36.43570838765754,0.0969453792842768,Open,Open,Closed,Closed,Closed
1094,36.469043893959146,0.098610285118815,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,0.0931041116553054,Open,Open,Closed,Closed,Closed
1096,36.53571490656236,0.1074076361560418,Open,Open,Closed,Closed,Closed
1097,36.56905041286397,0.1036230014880149,Open,Open,Closed,Closed,Closed
1098,36.60238591916558,0.1019143430647185,Open,Open,Closed,Closed,Closed
1099,36.63572142546719,0.0953436163997489,Open,Open,Closed,Closed,Closed
1100,36.66905693176879,0.1170606648972995,Open,Open,Open,Closed,Closed
1101,36.702392438070405,0.1099595483147564,Open,Open,Closed,Closed,Closed
1102,36.73572794437201,0.1045174238984242,Open,Open,Closed,Closed,Closed
1103,36.76906345067362,0.126681507220141,Open,Open,Open,Closed,Closed
1104,36.802398956975225,0.1136740847211102,Open,Open,Open,Closed,Closed
1105,36.83573446327683,0.1118432016511554,Open,Open,Closed,Closed,Closed
1106,36.86906996957844,0.1202521987712815,Open,Open,Open,Closed,Closed
1107,36.90240547588005,0.1007277114381113,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,0.1073503165442168,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,0.1254194823131532,Open,Open,Open,Closed,Closed
1110,37.00241199478487,0.1172468893722447,Open,Open,Open,Closed,Closed
1111,37.03574750108648,0.1105995142422045,Open,Open,Closed,Closed,Closed
1112,37.06908300738809,0.1168575433637905,Open,Open,Open,Closed,Closed
1113,37.1024185136897,0.1079188716825788,Open,Open,Closed,Closed,Closed
1114,37.1357540199913,0.1008534420331293,Open,Open,Closed,Closed,Closed
1115,37.169089526292915,0.1021067917800727,Open,Open,Closed,Closed,Closed
1116,37.202425032594526,0.0876078651435362,Open,Closed,Closed,Closed,Closed
1117,37.23576053889613,0.1028128431322578,Open,Open,Closed,Closed,Closed
1118,37.26909604519774,0.1275521914337265,Open,Open,Open,Closed,Closed
1119,37.302431551499346,0.1100102598622165,Open,Open,Closed,Closed,Closed
1120,37.33576705780096,0.1111650953431893,Open,Open,Closed,Closed,Closed
1121,37.36910256410256,0.0976552460043174,Open,Open,Closed,Closed,Closed
1122,37.40243807040417,0.1137020418655487,Open,Open,Open,Closed,Closed
1123,37.43577357670578,0.115595648613604,Open,Open,Open,Closed,Closed
1124,37.46910908300739,0.1163035337530565,Open,Open,Open,Closed,Closed
1125,37.50244458930899,0.1162881473831447,Open,Open,Open,Closed,Closed
1126,37.535780095610605,0.1302233428772465,Open,Open,Open,Closed,Closed
1127,37.56911560191221,0.123824116039474,Open,Open,Open,Closed,Closed
1128,37.60245110821382,0.1283708482655239,Open,Open,Open,Closed,Closed
1129,37.635786614515425,0.1359569356630927,Open,Open,Open,Closed,Closed
1130,37.66912212081704,0.1387652637784522,Open,Open,Open,Open,Closed
1131,37.70245762711864,0.1410293451533467,Open,Open,Open,Open,Closed
1132,37.73579313342025,0.130820748157943,Open,Open,Open,Closed,Closed
1133,37.769128639721856,0.1231740058141262,Open,Open,Open,Closed,Closed
1134,37.80246414602347,0.1134712522337462,Open,Open,Open,Closed,Closed
1135,37.83579965232507,0.1141568811749795,Open,Open,Open,Closed,Closed
